Year,Quarter,Country,Company,Department,Cash,Accounts_Receivable,Doubtful_Accounts,Inventory,Temporary_Investment,Prepaid_Expenses,Long_Term_Investments,Land,Buildings,Depreciation_Buildings,Plant_Equipment,Depreciation_Plant_Equipment,Furniture_Fixtures,Depreciation_Furniture_Fixtures,Accounts_Payable,Short_Term_Notes,Current_Long_Term_Notes,Interest_Payable,Taxes_Payable,Accrued_Payroll,Mortgage,Other_Long_Term_Liabilities,Capital_Stock,Retained_Earnings
2000,1,Afghanistan,Vermeulen,D00312,360271.66,2913844.18,455356.63,3528065.83,46487.04,4342.17,66266005.59,48817520.22,932884215.81,666350303.47,76461.44,244849891.79,593414.44,157131.30,4673175.00,1771262.86,9360470.11,61938.58,1704852.81,3841927.63,8221560.59,9430072.83,829921119.50,65552.26
2000,1,Afghanistan,Krennwallner,D00023,52051.72,2939200.12,2718387.37,7023281.63,61402.95,5851.33,12044465.83,11241925.00,922722294.76,568820883.54,971461.90,513452418.60,408083.54,391315.26,2132973.29,5308274.09,6972854.78,68210.96,4902733.67,6722940.81,6756623.02,671688.21,94783729.66,49578.09
2000,1,Afghanistan,Hillman,D00045,47308.15,2342488.01,1676864.62,7643408.90,88610.60,1454.19,12825554.47,56590548.30,544985710.42,291643975.98,146847.69,174857169.28,898399.18,362429.42,9214715.79,3464058.18,876594.83,44700.56,8976139.54,355261.36,2194135.48,5766573.55,426890079.93,28330.81
2000,1,Afghanistan,Clark,D00557,258914.64,2515828.97,266189.53,3165523.55,46044.37,3515.93,25016313.41,34297054.70,41507763.83,5541082.15,22574.13,2942192.88,977754.46,147397.81,743760.03,8861716.43,6549110.09,22543.29,1676785.55,3424087.06,6991449.51,2315185.96,933997299.51,1771.04
2000,1,Aland Islands,Vermeulen,D00045,955795.05,8795763.10,2980999.12,3622878.20,20177.39,6296.21,42763235.38,80828750.86,519097364.07,363861398.81,377843.24,323506104.15,581346.51,178150.19,6440638.33,5676543.54,7642258.22,42547.74,2600393.33,3485558.07,5783039.44,8396757.36,77858980.75,72010.09
2000,1,Aland Islands,Krennwallner,D00219,570960.43,2136267.15,1232235.77,8402349.80,2523.19,567.82,79496936.66,67542643.33,969351926.20,657427786.42,694141.19,288220146.91,506666.40,9395.83,8071385.32,6585042.73,2486237.52,95248.35,6649516.34,2984504.14,5585687.89,414967.59,56372290.65,91307.04
2000,1,Aland Islands,Hillman,D00269,236032.14,6671344.56,336135.78,7798059.68,11675.08,9374.53,53337914.36,49817858.92,94236291.84,40519119.95,900229.82,18093573.21,303083.09,80102.85,8846468.23,4844976.87,9565591.00,40359.02,7080846.17,5508079.02,371178.15,8431542.44,777852518.97,67546.37
2000,1,Aland Islands,Clark,D00358,722957.48,6804789.01,6318582.07,645542.36,37039.70,9714.46,76694326.69,82207334.90,696963760.67,666839939.13,698668.40,613188065.36,821536.28,192897.97,6164793.16,7232901.38,1444731.04,21426.82,8314353.17,3539062.18,5763268.13,6463476.49,120406187.41,29452.75
2000,1,Albania,Vermeulen,D00949,152293.03,1981042.62,1229049.79,9297996.49,56819.20,212.93,69555649.80,2661223.06,792010315.80,379860762.91,887777.59,104511152.23,550446.64,4834.22,4852964.70,3893061.18,8767292.58,4891.89,372928.04,3922572.86,1348744.56,9164953.52,268758938.37,65749.71
2000,1,Albania,Krennwallner,D00409,794251.00,5733934.61,5524870.95,2469775.53,72725.38,7582.14,83971057.20,18312497.79,506674367.18,261500349.66,268074.26,243288534.68,93734.66,57436.83,4301592.43,6598215.77,9624381.94,24879.85,4310275.43,8514393.27,7480305.21,4969981.41,874060667.30,38521.71
2000,1,Albania,Hillman,D00127,419925.19,8138974.33,1772601.64,4272807.87,78656.26,5985.31,10557509.99,7884800.28,326665210.93,294559272.85,922158.94,204392341.17,841819.91,280192.67,2042248.71,1446868.77,1914845.39,62836.31,5731907.62,2120768.65,4722029.85,4180633.78,153667771.52,95379.55
