Year,Quarter,Country,Company,Department,Cash,Accounts_Receivable,Doubtful_Accounts,Inventory,Temporary_Investment,Prepaid_Expenses,Long_Term_Investments,Land,Buildings,Depreciation_Buildings,Plant_Equipment,Depreciation_Plant_Equipment,Furniture_Fixtures,Depreciation_Furniture_Fixtures,Accounts_Payable,Short_Term_Notes,Current_Long_Term_Notes,Interest_Payable,Taxes_Payable,Accrued_Payroll,Mortgage,Other_Long_Term_Liabilities,Capital_Stock,Retained_Earnings
2000,1,Afghanistan,Vermeulen,D00475,23461.12,9279368.90,4718399.91,3226795.69,9540.79,4761.38,85012507.54,14210840.98,393582148.12,371722325.29,633123.48,71645555.42,913648.84,488666.12,713237.74,9260521.86,1297092.53,33635.69,9665388.88,4419686.10,4558627.66,7297659.41,315202140.38,17492.50
2000,1,Afghanistan,Krennwallner,D00941,290690.14,8131235.03,7775486.98,7636604.80,7188.79,2096.96,42165374.03,7566114.58,169541612.17,51268159.98,11494.28,16677444.63,479470.22,436362.44,4761016.81,8912634.27,4971982.43,30244.69,9035057.79,6487496.48,5380818.37,6068686.57,856599242.36,10210.53
2000,1,Afghanistan,Hillman,D00207,387276.17,1770049.74,871938.42,5592264.31,23683.83,5275.35,64328823.19,32890600.44,334713055.97,50015544.36,990772.22,2803019.05,163179.54,80610.89,5544819.55,6380083.90,3458928.28,84252.61,4457515.60,402778.25,2864874.88,9205564.95,664446057.26,11310.26
2000,1,Afghanistan,Clark,D00666,88431.95,1839911.84,373143.72,2188453.93,96290.56,4138.90,94586872.71,86975073.23,940011564.86,732490367.08,9612.09,83188396.95,759712.89,446708.26,8421111.36,4036212.11,2895038.49,82623.27,83074.03,5709147.82,769437.24,508027.49,413435183.27,64687.37
2000,1,Aland Islands,Vermeulen,D00513,578135.06,1948012.92,487470.56,4913192.17,74374.34,7294.38,53045725.83,66710645.08,789073817.12,671791971.57,169725.56,476470563.97,74276.62,31242.91,107055.50,3223426.74,564241.08,32257.45,9017938.87,313063.07,6452738.84,2315848.49,327798517.49,92125.02
2000,1,Aland Islands,Krennwallner,D00715,613103.52,5692651.43,2947113.36,2567955.96,71052.78,5863.33,19925561.54,62978142.82,815464907.30,628126997.48,77375.78,146602183.78,474968.79,220005.56,8224490.20,6544087.14,4427089.55,19721.17,4592704.70,4958965.08,5312093.38,6488683.18,235236879.31,59694.61
2000,1,Aland Islands,Hillman,D00692,60529.42,7224091.47,4238501.41,6106150.15,43111.63,1139.42,31932971.13,27567640.43,541348670.56,349908704.08,682409.09,76898489.17,427745.07,304590.28,2602384.65,4973237.52,5663010.88,2396.43,6559669.67,5896727.12,7412851.18,8277452.63,349841002.74,26347.43
2000,1,Aland Islands,Clark,D00912,161239.27,1228126.52,42579.48,1053467.18,92526.07,4505.56,52731112.76,42999698.42,731272134.99,399041541.39,527297.57,205334762.07,49760.01,928.72,6509108.79,3663918.10,7438817.45,79270.18,6527662.22,4446192.73,2777232.74,3848940.29,177282342.66,29936.77
2000,1,Albania,Vermeulen,D00508,232697.13,9654315.99,7668578.43,34028.67,85240.03,251.82,73952737.56,42657463.60,417700668.54,376698668.57,16789.75,69081347.90,480753.58,289292.19,5529041.44,6166481.93,2625077.09,13915.04,8759506.90,8696016.87,610230.57,9356291.88,728681048.56,63982.51
2000,1,Albania,Krennwallner,D00763,220214.44,3995401.72,3240369.97,2610296.83,85598.50,6360.64,67056523.27,44281181.82,68885783.02,24201364.90,491338.44,15526552.00,340814.67,283004.67,8991391.93,1963983.79,4882594.89,7884.71,7710401.48,9657374.62,9382970.30,6530322.62,822716792.60,62566.78
2000,1,Albania,Hillman,D00511,453192.17,2005037.30,1293243.48,4899431.83,51078.27,2957.11,65592626.95,78257624.93,525794512.94,162666443.72,818053.34,2117050.39,7212.45,5258.33,3404655.99,1560914.24,9909360.15,20478.57,5091211.51,6832715.53,275160.96,5682069.59,930168758.55,56045.17
2000,1,Albania,Clark,D00279,931605.42,752248.33,431461.26,4956126.65,50026.71,3444.89,29712339.34,94206743.77,556486015.35,438168515.54,917415.38,562126.08,242729.32,183944.48,6314958.09,311466.61,4943394.37,97453.79,1227888.56,5906842.09,7342457.53,7415514.17,104393833.00,16474.28
2000,1,Algeria,Vermeulen,D00868,484257.66,8023498.36,5907117.31,9877572.32,6022.31,5681.06,30312075.15,94560954.96,909432223.36,506501736.02,587471.61,291687044.18,279413.26,128207.09,9903156.07,7820459.78,897586.78,73484.28,8484509.44,6861530.43,7488213.59,8840282.41,339633115.31,19075.70
2000,1,Algeria,Krennwallner,D00452,683324.96,4624611.85,955054.68,3686836.88,58613.26,2452.87,85064930.77,48670277.07,932558667.41,75842329.03,839187.05,18817645.95,529476.36,235962.45,9550643.22,6763086.58,5065089.88,49953.88,4287460.08,9073275.99,1886717.44,5240598.01,659730294.13,20308.77
2000,1,Algeria,Hillman,D00801,735606.84,3972548.94,3968460.93,2617933.05,3861.52,8259.92,53897887.28,77073716.93,967308609.95,379745267.24,167588.79,200782666.88,297915.20,221853.01,3211961.88,159886.70,5793127.20,98682.79,9034000.19,9370521.41,3324897.24,1272077.44,819247536.63,60786.71
2000,1,Algeria,Clark,D00547,840168.87,7068013.89,2672970.04,9433101.66,84528.47,6705.01,2957484.53,32816149.80,699210128.52,682970533.21,17975.06,259639790.79,499382.53,58524.88,4070823.30,2469380.48,438648.88,14997.71,9078254.01,2024703.47,8628628.29,1584559.92,169721768.30,97030.79
2000,1,American Samoa,Vermeulen,D00402,279290.62,4672137.69,3231782.53,647775.34,17763.69,836.62,82025785.85,62746533.51,361646111.83,338267069.83,994397.57,90831654.91,763442.94,239767.90,4629167.07,1382639.46,7459359.22,14743.81,182556.92,3251413.55,4241726.50,5161391.44,13172294.64,90428.40
2000,1,American Samoa,Krennwallner,D00312,485671.50,4377159.85,4255569.12,9583591.80,50640.95,8450.37,93795961.23,96812491.87,428857173.44,6099432.53,894251.31,5454117.28,432328.56,296701.64,9410171.92,772987.52,1044560.85,37415.87,2112892.08,1007258.18,9340446.44,3300010.66,954904343.49,74536.11
2000,1,American Samoa,Hillman,D00497,788411.72,6461164.36,4626799.35,383054.70,89299.96,7494.08,35319429.85,93235389.88,318097566.06,160574917.17,630036.50,75384213.55,58655.79,6476.39,3354233.56,2581793.78,3437344.01,43735.77,6786722.75,2326689.28,7740315.05,551521.67,18214531.51,51331.62
2000,1,American Samoa,Clark,D00787,376982.07,3337847.18,2746844.10,622927.09,20757.07,7410.30,69862206.44,94813442.89,543101647.91,127118212.46,986744.86,6757399.40,216023.41,6147.49,9042596.58,9752381.95,9031168.82,50060.69,210762.42,4400628.22,8535048.92,1284032.23,142542800.37,34892.86
2000,1,Andorra,Vermeulen,D00071,752204.38,7245583.43,4372835.62,740499.24,2863.09,443.38,51435540.62,45213930.60,566913653.81,286523990.38,178421.40,237554475.76,421090.64,236258.21,784934.67,4149822.71,8221836.95,38902.38,1430862.89,3068978.79,2429064.24,6554339.40,334536056.37,23491.93
2000,1,Andorra,Krennwallner,D00884,91781.55,1640484.91,1567991.90,3201115.47,47208.42,6730.98,15213707.66,61788790.11,630469590.87,207734933.60,491792.25,18350546.29,562066.51,320710.51,7214738.66,700457.88,5865217.42,44001.07,6656377.32,4005079.47,2830202.13,6145363.09,124228089.63,18415.27
2000,1,Andorra,Hillman,D00204,625097.89,7028511.02,5357815.98,9752119.30,21590.18,2829.80,71186044.12,64960730.49,39585215.41,12574257.59,440681.64,7825921.84,848689.78,516013.49,5415595.56,4502074.42,4943980.06,14376.06,6165166.61,8565015.39,5019422.80,2856029.27,66536883.21,75115.75
2000,1,Andorra,Clark,D00329,166360.28,5599280.59,4778312.21,380210.56,72045.66,174.12,38304660.22,5708795.39,883781446.92,330969231.63,201620.20,329882301.43,235425.58,216732.73,2462643.32,5647906.62,4083901.89,78369.42,1748244.08,5389665.58,3990468.83,9842940.56,316534886.87,67005.87
2000,1,Angola,Vermeulen,D00351,874650.38,7287506.91,2372812.33,1408737.92,12940.61,805.92,43413198.86,8133868.62,192864507.63,120377658.94,75594.64,7917033.68,128713.55,92753.72,2937768.81,6065468.08,4727655.83,28898.61,8308601.95,827533.62,8153902.06,1475562.19,279349650.10,29858.91
2000,1,Angola,Krennwallner,D00027,471785.36,8605926.59,153731.71,7087959.36,32104.48,3596.83,26441317.93,95613572.94,745229612.59,300649632.79,244508.19,295604576.82,780593.58,747323.48,5444888.27,3104755.67,8450446.26,28721.80,2697366.07,8115161.13,4590254.95,1336376.52,400555027.09,7751.37
