Year,Quarter,Country,Company,Department,Cash,Accounts_Receivable,Doubtful_Accounts,Inventory,Temporary_Investment,Prepaid_Expenses,Long_Term_Investments,Land,Buildings,Depreciation_Buildings,Plant_Equipment,Depreciation_Plant_Equipment,Furniture_Fixtures,Depreciation_Furniture_Fixtures,Accounts_Payable,Short_Term_Notes,Current_Long_Term_Notes,Interest_Payable,Taxes_Payable,Accrued_Payroll,Mortgage,Other_Long_Term_Liabilities,Capital_Stock,Retained_Earnings
2000,1,Afghanistan,Vermeulen,D00444,252105.37,4583844.58,872331.30,5875396.53,73597.68,3448.39,45313011.75,59346592.03,891449130.32,379637664.04,519546.61,209997699.36,338048.58,208710.03,9021629.92,3733766.99,6187240.72,18364.20,5040545.02,4737317.99,1782375.20,2031077.54,281986088.10,45467.14
2000,1,Afghanistan,Krennwallner,D00510,827028.35,6852108.26,2547644.33,1276784.48,90943.36,8001.03,16361196.04,5754413.80,35886583.24,31510306.82,924307.14,11961231.36,746682.76,385773.26,2541390.67,7464906.98,4775618.11,79397.69,4973997.39,8267767.35,3421003.24,9782358.24,83373211.23,33768.08
2000,1,Afghanistan,Hillman,D00415,219590.70,1755625.35,499902.57,7133463.56,75229.55,1698.64,65551108.37,70681335.48,244839258.20,67720130.46,172257.42,48286349.29,480401.19,319069.83,3391525.62,6134494.72,1722464.15,68355.92,8680530.81,6980395.70,8640287.79,5567010.22,489650708.73,39084.42
2000,1,Afghanistan,Clark,D00941,962863.30,1354547.52,49906.82,1646611.51,17368.16,4488.76,59454769.69,18983384.18,331138475.47,132825579.25,469786.17,48516065.18,548482.33,503184.75,1820988.54,5071410.62,1514395.72,45729.64,480316.95,6538944.77,4659986.79,4318529.77,411231804.11,25878.28
2000,1,Aland Islands,Vermeulen,D00162,555417.02,9293260.23,9177785.38,4902642.98,11021.57,3968.35,26752717.05,71962353.72,865396768.36,855534977.88,552680.54,237974238.50,534372.98,286498.58,2783982.91,6818694.65,259758.54,16905.59,5856600.88,7811503.46,9324630.23,1991069.14,264374168.54,17832.08
2000,1,Aland Islands,Krennwallner,D00674,349714.24,869111.05,67253.70,302231.86,71754.73,7096.46,44783523.19,10988379.73,939342877.19,915931593.62,260782.70,604906041.04,966607.65,219168.18,7880549.03,5047483.62,9356179.45,13602.78,4265383.22,6779038.32,2963835.98,5702403.85,96659190.84,99949.02
2000,1,Aland Islands,Hillman,D00085,857053.52,7804361.55,4110940.98,351749.34,10218.31,1621.77,69535830.04,15697383.97,701792652.42,328047035.06,688642.23,138639874.08,312529.46,164338.40,6375472.58,7328069.87,5104635.75,80544.31,3474159.16,236245.15,5825198.47,1672170.52,230277459.25,84709.97
2000,1,Aland Islands,Clark,D00053,62278.00,1727058.37,350364.05,4223837.95,59695.82,8065.66,29153750.31,16717731.09,462771657.24,191361778.24,93037.74,146387499.12,375515.62,271654.67,6053978.49,5706708.00,3931997.06,91492.50,9206705.77,4588797.79,6652132.11,2761214.34,85843825.97,87890.56
2000,1,Albania,Vermeulen,D00292,421141.16,1133335.57,672382.82,6325923.72,73326.49,5448.36,92242454.66,82376525.62,565103066.47,555097952.15,231009.66,464227649.78,689768.74,25352.53,1871305.87,1547386.24,8009589.41,5246.05,1733915.74,549877.62,9372224.39,3033060.91,866772776.02,61287.56
2000,1,Albania,Krennwallner,D00508,900524.61,7429665.56,7054397.03,2707672.99,19064.64,1920.31,37056150.48,56936312.90,308955418.71,216466478.45,503909.76,21172807.58,186844.32,76040.90,6260132.92,6475079.84,8028952.34,20441.15,1738109.20,4312156.28,7181953.74,2498210.97,98428288.28,92007.74
