Year,Quarter,Country,Company,Department,Cash,Accounts_Receivable,Doubtful_Accounts,Inventory,Temporary_Investment,Prepaid_Expenses,Long_Term_Investments,Land,Buildings,Depreciation_Buildings,Plant_Equipment,Depreciation_Plant_Equipment,Furniture_Fixtures,Depreciation_Furniture_Fixtures,Accounts_Payable,Short_Term_Notes,Current_Long_Term_Notes,Interest_Payable,Taxes_Payable,Accrued_Payroll,Mortgage,Other_Long_Term_Liabilities,Capital_Stock,Retained_Earnings
2000,1,Afghanistan,Vermeulen,D00343,400661.86,2896222.13,2337803.66,2706255.37,58663.93,803.78,76636053.12,27831009.38,285213523.28,86827771.93,771306.58,64225092.60,345842.80,33600.22,7609413.88,7997454.12,5255815.02,9640.81,6931407.99,6071734.63,761504.54,240500.79,59946581.65,73283.94
2000,1,Afghanistan,Krennwallner,D00200,916214.85,6271372.11,4850246.04,9571740.88,11534.83,4403.94,86589651.77,1851877.76,961626437.34,941028713.58,43077.26,697765059.93,632950.78,160527.92,8298328.37,650128.58,5870855.54,35731.61,335454.72,1810049.42,3370596.30,6415050.89,990434414.81,62811.42
2000,1,Afghanistan,Hillman,D00444,39960.55,706914.86,674582.85,8532214.37,19121.78,4866.08,6893843.79,33216044.64,285660878.71,102485063.32,866755.88,57079599.55,883280.19,695256.27,8039507.25,3730855.63,247454.84,6123.98,8475034.18,305776.70,8630968.06,2869208.61,365534883.51,48746.44
2000,1,Afghanistan,Clark,D00890,968632.02,903487.17,763380.97,2886639.25,46022.85,625.81,59435628.20,86413690.70,370869759.90,150717803.37,745031.81,68688152.57,456927.81,12836.88,9110647.20,9191178.47,7363540.32,289.34,4963374.20,7682580.06,8704971.08,2607998.37,539418562.02,69820.10
2000,1,Aland Islands,Vermeulen,D00486,437287.39,9296007.57,6479399.41,650392.19,52580.55,5107.96,6863426.28,4260769.64,3850611.89,2987710.23,592935.94,1434948.73,967553.44,4098.68,4115649.75,6231773.98,8914521.24,82956.56,2928580.13,3509028.57,645029.28,3069752.88,831207245.71,39284.58
2000,1,Aland Islands,Krennwallner,D00527,751283.10,4709168.36,514237.17,2101860.12,6315.87,7580.29,75847602.20,92472526.16,808739621.63,110308157.10,642102.11,83252422.53,693022.40,56958.00,4830190.00,1629368.62,9183317.70,22492.09,4334310.46,1288753.27,4845472.03,3631870.97,854293596.31,8896.24
2000,1,Aland Islands,Hillman,D00863,594020.04,6518313.94,2881323.10,6210.68,12295.47,626.98,26908756.88,76043406.87,142165604.64,54254247.29,359411.93,37301.02,850108.01,731706.21,2859206.88,3964767.80,4672329.12,59919.43,2833159.11,575331.39,7441777.59,5463172.26,772586043.33,89717.32
2000,1,Aland Islands,Clark,D00633,85696.16,3392678.65,2496855.37,1941864.39,42362.63,4010.66,77453006.60,64756797.84,790477498.77,710668660.76,2064.70,350370000.74,521632.41,461302.69,9702890.13,5797916.29,2410282.31,2803.36,6280589.16,5147633.05,7158745.42,8662815.93,231560431.17,10467.01
2000,1,Albania,Vermeulen,D00157,596907.88,3778772.49,3078995.51,4056568.32,60914.78,4519.44,89049334.56,95283212.40,6938777.18,3058039.30,72447.43,2042054.26,447484.67,337898.32,7620940.33,5695994.36,7790719.31,52800.21,2611558.43,5455912.28,2169767.01,9144592.74,879503397.05,28997.01
2000,1,Albania,Krennwallner,D00840,486280.08,9359982.17,9049611.63,38136.04,43000.73,8280.30,73953570.04,38128850.73,889315930.88,4147586.98,525624.02,1762352.33,99316.67,24166.24,7599505.84,419140.68,7130263.20,80686.84,8937734.03,7031623.74,9770519.91,1863549.91,292074132.06,46101.46
2000,1,Albania,Hillman,D00389,302312.48,4503630.77,4441254.95,158815.85,15198.49,822.28,28423681.92,17455079.21,881451165.65,269418443.55,21892.95,127076684.48,763951.91,538985.79,3896819.23,4468973.31,8308149.67,25860.25,9491402.63,1031967.21,9912546.02,4303073.46,511242540.77,35872.83
2000,1,Albania,Clark,D00849,470316.17,4573651.65,140283.53,5738029.23,43924.39,343.68,89266681.52,97469598.16,554599407.08,8155433.65,758208.42,4508058.89,59095.41,32429.42,4872512.13,633117.07,6877478.17,33455.03,6466235.11,5870193.63,1940640.83,9802314.16,399872111.41,50974.18
