Year,Quarter,Country,Company,Department,Cash,Accounts_Receivable,Doubtful_Accounts,Inventory,Temporary_Investment,Prepaid_Expenses,Long_Term_Investments,Land,Buildings,Depreciation_Buildings,Plant_Equipment,Depreciation_Plant_Equipment,Furniture_Fixtures,Depreciation_Furniture_Fixtures,Accounts_Payable,Short_Term_Notes,Current_Long_Term_Notes,Interest_Payable,Taxes_Payable,Accrued_Payroll,Mortgage,Other_Long_Term_Liabilities,Capital_Stock,Retained_Earnings
2000,1,Afghanistan,Vermeulen,D00568,308810.51,2959178.42,2304082.56,1738080.58,99697.20,6009.18,30793946.49,7266019.25,3181769.22,2623688.51,865537.98,2403579.83,87142.32,61694.62,2019889.13,5899014.60,9962454.96,63543.13,8920619.12,4459887.61,410789.39,1970370.37,220291236.08,83713.39
2000,1,Afghanistan,Krennwallner,D00025,686972.41,4429938.99,4107833.44,9499617.76,74552.20,5914.18,2288251.56,54558498.40,198913311.24,196370854.08,916857.67,96615116.55,129623.04,7854.24,9016695.24,5838879.41,7265836.17,18252.37,6110867.87,8858653.78,3564690.53,6959541.73,624305515.10,37130.24
2000,1,Afghanistan,Hillman,D00114,955936.28,2061807.49,204290.94,4721600.92,73869.40,4152.25,65558589.11,68104542.47,170406579.45,4572534.34,602391.98,2628601.94,853081.52,521328.55,6445657.55,7514227.55,1308570.64,33374.63,4713802.06,7747286.06,2663388.06,7868899.04,78895229.98,29412.32
2000,1,Afghanistan,Clark,D00184,250122.99,5500065.90,4348729.16,3705456.20,74891.69,461.89,22051587.17,63069299.14,828790919.81,663353052.98,762302.98,198523143.38,164361.98,74405.72,5065692.24,8657306.38,1156526.12,2252.21,974769.36,6669145.53,1689006.57,996945.48,87273645.48,41588.22
2000,1,Aland Islands,Vermeulen,D00360,413089.82,3497865.38,3315710.58,4998856.93,73623.42,6898.24,79955715.20,20466123.03,561159796.91,178862692.89,152840.32,54103355.51,980958.63,940366.63,5497147.11,7160059.41,4804409.60,66938.05,29738.70,4626607.02,8901185.26,9526341.00,188721823.96,80807.06
2000,1,Aland Islands,Krennwallner,D00675,55893.46,1851592.83,1152157.97,8535368.27,65179.29,3996.58,60538439.52,31486179.14,228813021.59,223026828.42,536415.21,82150106.62,506291.98,193765.24,4275175.68,2435891.66,2888390.17,54812.13,3683447.88,4580685.55,6086729.27,9213942.32,887857401.35,70364.18
2000,1,Aland Islands,Hillman,D00090,137992.41,1298639.24,111046.27,7418060.26,70105.32,869.23,89491178.57,86059439.11,689055116.68,556617187.20,683069.28,515494375.11,230622.70,95386.57,7037979.59,2050610.33,1434732.89,4556.54,7226317.64,1495603.71,8075196.79,245004.59,550048722.35,56868.05
2000,1,Aland Islands,Clark,D00691,364226.58,9209411.07,4600058.68,9363736.91,16421.32,8257.21,23900836.92,7694270.17,276541591.00,255968983.01,255636.93,242488863.72,529651.51,342047.22,3481474.26,9199108.83,9422347.04,21200.27,1583648.22,6213711.93,5570444.65,8097915.91,474308999.65,98652.62
2000,1,Albania,Vermeulen,D00478,809123.86,2279340.66,1658537.16,4987322.26,10098.06,6991.02,71975701.74,17026685.91,898867799.27,884978044.32,717235.71,405570016.68,481035.02,175336.47,3359975.50,5633037.12,8521678.55,53768.20,2765319.88,8777239.58,3230751.81,2968958.25,607105659.26,61902.50
2000,1,Albania,Krennwallner,D00752,68809.60,448941.71,278363.93,1783261.66,66904.60,8778.79,43963087.05,96037629.29,626615182.97,152213584.53,966167.62,104085413.46,467182.39,356068.79,42437.38,3823781.68,9720934.84,79110.34,1358440.89,6834155.62,7499999.94,9306119.80,279817594.57,64699.34
2000,1,Albania,Hillman,D00161,354694.11,6381720.80,3019734.02,5634867.56,79423.54,7942.20,29647000.30,40659232.43,394270844.58,267662299.54,849849.84,160207560.55,313031.85,224416.09,2161826.13,8524996.98,2612906.72,38484.95,424009.08,2395362.50,6564999.53,485497.87,341157654.00,51828.62
2000,1,Albania,Clark,D00091,610227.08,9214195.86,1552464.01,2134123.15,63878.18,2338.72,63693476.08,72213899.34,770820609.45,498290077.64,223035.03,373247250.17,494353.76,494222.80,3659122.16,3162163.15,8366692.77,87058.62,9131455.28,1688192.61,7599940.67,1549552.41,344857568.76,25440.60
2000,1,Algeria,Vermeulen,D00800,939100.18,5264732.19,1796467.49,2709077.13,78783.75,301.15,52961670.70,31812562.89,318685649.99,256773970.27,752110.31,143830516.69,569211.49,446733.53,2139323.94,9958089.61,245655.39,21727.72,5683109.32,2865954.06,1220785.99,9357317.31,897599166.70,65140.28
2000,1,Algeria,Krennwallner,D00172,54175.41,8177095.71,8000039.44,8112272.01,53251.16,814.99,27064655.95,64866661.78,785124480.54,345458330.11,366432.21,308157324.57,11834.06,4352.35,1482408.73,3116.68,8828074.61,81400.20,3529300.12,4604165.34,6309420.48,9734801.01,973856605.32,41474.60
2000,1,Algeria,Hillman,D00709,927100.22,4421046.95,2335481.82,7646026.28,81780.51,9978.51,69106628.45,18548182.80,33058621.50,26346629.74,848838.20,20343178.82,523396.39,373088.47,7264853.78,1951624.05,5011728.00,94692.60,4837864.17,4966024.59,8287554.43,7516129.51,748063229.34,84379.64
2000,1,Algeria,Clark,D00609,123437.29,8562349.13,1088129.95,6848533.79,39694.63,8022.70,22844757.18,77036344.81,207311558.03,176614848.37,25780.62,11301313.11,983793.88,520907.44,8948929.85,6220947.76,9763433.71,56177.38,4683250.81,2583468.23,6137863.08,5663703.71,633513492.43,36084.88
2000,1,American Samoa,Vermeulen,D00797,452045.18,5229469.55,4435030.31,6695617.71,99782.91,907.99,1612638.36,4184413.72,989287393.96,156480586.27,497363.87,3806507.20,269076.02,116469.64,3334213.67,8534326.83,7078104.04,81686.93,7899451.39,8330015.45,9651271.88,6099793.77,347533708.62,90210.91
2000,1,American Samoa,Krennwallner,D00951,592148.38,8464707.44,6245202.17,974130.84,41772.11,1664.34,70693923.13,96800118.71,899569643.60,298934674.66,87683.75,243352436.90,91240.05,31260.58,9785596.51,2729086.80,7317283.17,92516.04,726298.92,6885048.48,5412742.92,164798.97,466459289.39,9657.74
2000,1,American Samoa,Hillman,D00468,235317.24,1108589.07,716451.00,2950035.42,9013.15,1989.09,74953425.21,77247448.24,564581961.79,240801648.77,430516.21,178955126.99,640929.51,431587.63,6081788.93,327717.44,362201.06,67934.88,3755428.52,8915850.70,9643574.39,3105179.06,210098898.15,6423.71
2000,1,American Samoa,Clark,D00398,730464.99,165327.83,19915.64,9100546.78,29821.71,8291.91,41765354.86,47703123.67,863037413.53,549158455.63,593301.36,320368091.76,846710.11,294285.21,2337270.39,7542086.14,9877066.66,41499.31,1182694.52,3238678.13,8602089.68,7757841.71,931271440.38,7543.26
2000,1,Andorra,Vermeulen,D00190,942080.50,1661059.50,1383645.30,2074791.27,14952.66,5111.89,5851511.85,62470773.37,912991351.01,283644050.46,696833.65,145708857.45,929673.17,541848.71,1123616.32,2080079.26,6724293.47,63658.93,4845367.39,3734806.68,210202.42,3852143.43,979896967.05,82794.21
2000,1,Andorra,Krennwallner,D00860,380734.51,4302853.50,4190177.64,8601511.77,29872.17,3751.16,84194035.95,24943662.80,323147574.45,237263608.08,272619.30,190228192.13,968190.80,217862.70,6029622.37,2374661.92,4759728.46,30056.84,1972090.70,111029.80,1028058.71,3382784.16,61913339.07,39205.85
2000,1,Andorra,Hillman,D00824,169178.16,8627572.35,8004883.89,2892898.61,970.88,2865.93,47534367.70,62724676.63,5952873.02,2122597.54,692851.38,186693.63,753266.57,416223.25,9113172.44,8480506.22,832823.06,77420.64,2807922.95,517168.89,872876.16,5980711.57,780311866.60,89453.55
2000,1,Andorra,Clark,D00644,455891.90,5347423.66,1272449.20,6859691.52,77550.99,266.97,42987784.22,2303926.30,105456665.15,77211443.40,646783.84,45098367.12,64418.30,20182.23,9202593.72,1616197.89,4347816.39,26008.21,737153.50,7161160.25,7535127.49,438766.64,912122496.14,132.05
2000,1,Angola,Vermeulen,D00043,833912.37,8283337.77,890752.57,7183767.31,44602.02,1216.37,77925390.12,72760575.14,221423499.53,97635641.68,492675.23,2436510.19,825057.31,127098.10,9022258.23,784220.87,4791429.49,10937.71,6567059.78,2962722.06,1022093.74,8083730.50,819146631.09,68571.69
2000,1,Angola,Krennwallner,D00968,422383.13,2595428.14,2206593.76,1822018.08,98173.81,293.05,58808562.10,15807982.05,137164279.74,38902846.40,366467.70,6717291.91,884892.77,828112.30,7968468.55,9960344.89,697735.23,69529.23,8075154.04,5482322.66,1268713.78,3930008.36,743131333.93,94226.17
2000,1,Angola,Hillman,D00214,938531.95,2512519.48,385420.14,105763.98,68567.05,7800.80,75375476.58,29969869.53,586161326.77,581933182.17,151592.89,556067704.62,211295.20,189590.15,2214753.89,639430.88,3911591.38,60292.12,8451728.50,9592645.84,8094094.33,5103991.26,524926709.16,5232.28
2000,1,Angola,Clark,D00593,702253.30,6711960.52,4188967.71,8581889.32,39463.85,7085.34,38415228.17,79710196.87,644107463.25,19503920.47,142357.91,10026741.33,33622.91,18324.28,6214776.20,9563133.91,9951072.64,51268.52,7753847.20,429923.37,3305685.12,550085.59,491916730.72,71785.50
2000,1,Anguilla,Vermeulen,D00550,397965.68,4258684.07,1016082.12,2008713.47,96087.82,7948.37,60977019.24,99062830.60,346661657.43,306922097.44,408749.85,165603733.12,114966.77,6962.62,6891880.54,1678056.07,6845086.81,66668.40,2531313.54,1234721.34,4521325.37,5852530.66,515467594.84,97591.24
2000,1,Anguilla,Krennwallner,D00715,181172.34,4641491.06,1672070.33,7908967.29,20717.04,5174.74,97956142.90,62746397.98,662275931.42,437963016.40,294772.95,99441086.95,579936.61,391425.20,4703869.04,7842360.06,8129113.13,48166.17,2521706.84,7523219.68,2459467.99,926652.20,786153195.41,78484.56
2000,1,Anguilla,Hillman,D00872,184715.62,7620673.15,6027364.09,1576504.89,79860.09,1402.23,19324183.22,996600.24,890886830.30,509119392.01,682091.41,342694125.69,676138.08,559929.39,2538668.48,2402401.76,3007329.27,29024.20,2854982.19,1659218.53,1293157.10,2867749.26,90587746.61,86201.43
2000,1,Anguilla,Clark,D00765,598195.67,9552748.79,6519817.53,4287239.91,57248.72,9495.55,21959666.86,58699254.77,993551364.70,53672567.57,293315.52,53661312.45,487514.44,8161.42,7859263.86,2097887.37,1957788.09,21058.51,2749939.44,2137433.59,1383876.00,914262.25,594478152.05,4598.58
2000,1,Antarctica,Vermeulen,D00155,305607.82,4543417.30,151011.72,1607736.21,17837.34,8381.81,68937401.74,62194909.18,529048702.21,40809282.07,108094.54,18725866.49,574344.10,189486.43,485711.93,4145878.14,2352906.86,25608.38,9495994.70,7341536.82,8954693.88,5567823.20,987356828.76,8518.60
2000,1,Antarctica,Krennwallner,D00418,410493.51,9244379.21,6999559.14,3533073.00,96242.19,5844.66,64849430.70,6457187.80,906795119.96,475432554.75,328235.38,251423159.12,862736.23,487315.08,3430574.86,395661.93,8922897.50,38818.28,9677022.01,8752671.51,2080107.01,2562809.23,79028269.25,92792.47
2000,1,Antarctica,Hillman,D00987,264837.46,2449546.72,647959.56,2237227.38,39832.79,7255.30,87751274.30,3492129.92,389128166.08,228064992.61,239250.58,179037542.17,890225.06,710642.66,8815266.78,6539712.21,6068386.55,33300.80,6074176.22,2610220.86,392374.84,7030017.78,318515276.40,72911.00
2000,1,Antarctica,Clark,D00604,505443.98,8519628.59,4774545.27,9605446.45,28604.93,17.53,4769133.52,96420836.52,522466431.99,82494090.25,250302.13,10021980.10,104469.28,71309.20,7446001.93,8492028.29,3432850.67,77916.61,4547359.89,9425519.82,8841415.74,9735614.38,985223236.54,1966.74
2000,1,Antigua and Barbuda,Vermeulen,D00435,311708.81,2508871.22,292900.86,5836154.24,86148.51,1148.51,9023049.20,41836694.00,879180553.61,778606079.39,172363.13,731485017.62,764311.93,150940.32,6196010.49,521877.21,7919983.76,13813.51,3572011.49,3921374.63,1587931.22,863337.18,252527546.59,55168.58
2000,1,Antigua and Barbuda,Krennwallner,D00590,664939.29,4526867.81,3573296.76,5863142.10,3308.83,5837.01,60451364.84,54944622.95,521431642.45,366151423.20,825014.57,163169971.10,501578.57,499088.91,520893.18,3971066.95,9011151.43,25188.67,5174348.14,1024595.31,9589412.86,8000787.93,822129600.20,99789.60
2000,1,Antigua and Barbuda,Hillman,D00502,705797.50,4174469.91,2799121.59,9332163.15,76680.28,8066.25,41258258.46,75834595.75,440449092.80,33763640.87,882884.84,1628217.13,941031.93,211659.98,7742074.52,7818267.40,9276392.68,16562.28,1874752.54,4288414.02,7553800.07,2476489.04,569005429.38,90374.74
