Year,Quarter,Country,Company,Department,Cash,Accounts_Receivable,Doubtful_Accounts,Inventory,Temporary_Investment,Prepaid_Expenses,Long_Term_Investments,Land,Buildings,Depreciation_Buildings,Plant_Equipment,Depreciation_Plant_Equipment,Furniture_Fixtures,Depreciation_Furniture_Fixtures,Accounts_Payable,Short_Term_Notes,Current_Long_Term_Notes,Interest_Payable,Taxes_Payable,Accrued_Payroll,Mortgage,Other_Long_Term_Liabilities,Capital_Stock,Retained_Earnings
2000,1,Afghanistan,Vermeulen,D00047,625778.87,6620908.98,6323812.33,2026347.56,24752.75,840.27,68314163.07,96926384.89,155034162.53,12803366.31,816507.20,10054191.04,896810.96,187345.78,1228672.36,4724262.57,5480124.46,44508.46,16265.65,6754692.05,4136678.95,2725273.09,201838515.02,70036.30
2000,1,Afghanistan,Krennwallner,D00426,290785.68,2828235.28,1582204.83,1667146.25,7603.93,9784.41,99307188.74,47088578.78,443480066.29,409034328.80,363303.65,349639167.99,45059.16,1482.64,8121485.21,1925631.89,6015014.65,98159.01,4678766.15,3747605.47,1684976.28,5821125.15,71920184.85,53363.96
2000,1,Afghanistan,Hillman,D00117,334516.66,1072946.30,395280.34,8649523.45,24531.31,3020.47,53405838.02,99912812.12,975839768.63,869039061.51,348079.88,358909755.11,717592.76,189184.41,3606194.86,1337664.09,8310028.45,27167.68,2187789.56,9081887.26,873511.43,7418431.28,239897231.64,43446.52
2000,1,Afghanistan,Clark,D00466,789050.89,953637.44,483659.40,3495483.99,72392.62,6050.48,38205521.88,4250733.73,534379636.03,491220778.78,640355.67,144572178.25,813349.28,286113.25,3039753.28,4062712.13,364898.84,13586.35,787240.58,3224022.38,8117904.56,6158806.68,476630437.08,138.80
2000,1,Aland Islands,Vermeulen,D00069,12735.66,672678.13,500040.46,7264676.88,53113.27,3191.24,65189295.48,73488452.58,75748621.50,2527576.02,778676.09,2145253.40,97235.17,42037.67,8221893.49,1747606.26,5858714.25,67431.43,9721388.39,5541222.25,2536216.58,1604866.23,568744264.89,31241.77
2000,1,Aland Islands,Krennwallner,D00834,141742.02,674332.93,638282.99,5434051.40,75100.82,4487.76,65872421.32,84727587.74,910522569.96,37590291.87,544779.36,8991357.94,735630.75,553067.50,7364433.36,394171.03,4063015.64,81982.61,9318873.40,8552613.15,9330007.02,6889288.03,846712040.00,57210.36
2000,1,Aland Islands,Hillman,D00305,518725.32,6462580.96,3217636.09,3194121.57,13410.03,1182.31,14994841.80,25866906.65,525486693.33,446122430.43,865231.09,351686958.07,403870.15,263964.86,9872314.16,2375138.23,4473029.85,42493.91,2261853.14,8245779.12,1155036.98,4290588.83,589876954.53,93310.52
2000,1,Aland Islands,Clark,D00519,931795.49,4401793.69,495834.94,54084.80,15601.59,1119.10,99968887.29,44832960.39,430455830.16,109851271.76,854019.45,51492370.47,275073.08,16101.66,1265539.06,9557539.13,1562570.98,84298.46,4647933.04,6055277.00,5265140.37,6197017.54,54861261.73,45795.26
2000,1,Albania,Vermeulen,D00078,157264.91,7795853.77,3147800.50,2033789.05,77908.30,1334.74,29609129.25,42867718.23,794748492.69,485400875.07,987392.77,399715315.13,558317.38,281529.45,7523192.72,7410565.73,7785995.88,14171.01,5872181.82,2370290.03,7376497.85,8727814.41,598375726.16,99510.64
2000,1,Albania,Krennwallner,D00404,853728.35,3798313.10,590870.14,3339839.61,85240.07,8709.67,50772594.69,10775854.14,648585612.30,243728729.80,505226.36,136566275.22,175954.94,91618.96,3527304.10,6064981.48,4846259.07,4941.78,9960605.69,1357666.79,3414852.50,5662322.50,945806371.31,42989.46
2000,1,Albania,Hillman,D00912,379163.17,400628.69,132400.82,2389053.13,51857.03,8660.97,7498175.82,20567556.03,815783192.82,280714735.19,147069.94,156102850.21,425682.45,198410.78,3236661.84,9450420.61,1379056.24,75185.51,8707285.85,1078494.07,5647067.25,6333722.63,625568333.95,84397.67
2000,1,Albania,Clark,D00417,384177.08,8015784.93,2072797.76,9089571.01,30172.37,5466.62,75421199.53,17336354.37,175183694.81,68481876.62,401752.71,45397888.77,240115.07,72382.52,2609494.44,6736866.35,8183801.65,19632.18,7733166.68,670291.36,4327616.38,1038352.38,981595687.59,66620.64
2000,1,Algeria,Vermeulen,D00856,250000.25,292836.99,201846.47,5322681.22,75010.10,41.84,56639395.42,6724950.01,548243685.25,305596223.22,363126.12,169664463.11,254489.65,171939.76,6829354.20,9617940.54,7228851.37,14279.18,6850012.56,8782030.40,6848218.76,1579726.80,213418239.50,43757.83
2000,1,Algeria,Krennwallner,D00097,34129.26,9274088.15,2719709.73,7802497.41,5089.86,2083.08,24648603.57,94171109.34,750670116.40,538991966.65,759058.26,316684205.48,913334.60,406867.75,3763589.68,2274954.38,4616698.10,23823.22,3641244.66,8264413.17,1019227.62,2656976.03,924599308.03,78021.81
2000,1,Algeria,Hillman,D00649,470766.73,668987.10,412155.03,7268331.53,18017.43,7857.62,85291944.13,94297142.75,592714278.47,264852374.69,926744.57,5984893.93,167022.27,80904.39,7422783.75,3629683.52,9359876.26,40602.33,9702576.14,4865230.26,8622081.21,4868189.00,86380380.90,86787.72
