Year,Quarter,Country,Company,Department,Cash,Accounts_Receivable,Doubtful_Accounts,Inventory,Temporary_Investment,Prepaid_Expenses,Long_Term_Investments,Land,Buildings,Depreciation_Buildings,Plant_Equipment,Depreciation_Plant_Equipment,Furniture_Fixtures,Depreciation_Furniture_Fixtures,Accounts_Payable,Short_Term_Notes,Current_Long_Term_Notes,Interest_Payable,Taxes_Payable,Accrued_Payroll,Mortgage,Other_Long_Term_Liabilities,Capital_Stock,Retained_Earnings
2000,1,Afghanistan,Vermeulen,D00263,399283.75,6245506.30,3200435.51,9233661.77,56586.35,8215.10,13806810.90,29888407.53,680383637.00,221726510.22,915035.77,44597544.30,258376.97,256282.34,8137029.05,8523649.40,5771435.81,16731.91,2772110.95,7954816.66,149874.80,2373743.12,680629985.11,58321.41
2000,1,Afghanistan,Krennwallner,D00138,470004.62,5585771.86,4477667.43,6374062.02,96136.42,5771.32,99231937.69,77908497.06,550684991.77,320215336.10,256879.78,167000493.72,377846.81,372832.19,2449393.29,6079430.94,7903158.75,24804.72,3184898.77,4413623.01,3677103.72,8662863.76,569489298.33,42362.71
2000,1,Afghanistan,Hillman,D00489,352732.50,6020472.85,4803737.66,9727538.98,52370.70,2787.68,71529181.91,50768431.82,707364873.22,365703425.00,750697.94,135189175.51,828990.26,115281.96,7423394.52,1190006.88,2772976.71,7122.21,7249992.25,2249688.86,7048437.52,800324.92,908154544.13,83942.57
2000,1,Afghanistan,Clark,D00919,479846.03,8336941.02,2176637.65,8092996.64,89872.48,4555.65,33033199.78,6110979.38,168975297.45,27237149.38,780943.74,25511554.88,535762.48,130085.71,2394622.94,2044595.04,8443262.17,81913.20,5951320.70,5598032.01,4219860.89,5340730.40,629062838.34,41404.13
2000,1,Aland Islands,Vermeulen,D00008,299270.07,6401454.61,2679892.83,5328333.22,84467.30,3138.01,93741438.41,15183463.36,470356030.81,15145958.93,431456.65,13151278.44,423420.68,165988.10,2784521.90,2579642.96,5719327.71,17655.88,6542399.90,5592768.96,9097617.18,6159526.90,797491185.49,69437.19
2000,1,Aland Islands,Krennwallner,D00916,38805.55,4040203.12,3952390.28,1295408.83,89258.29,4550.51,56986804.37,16387203.88,26297163.85,24262780.68,221784.63,7925250.69,715114.15,474465.04,992271.64,131335.15,8886211.17,84938.18,355788.99,7881785.04,9031861.79,7556031.33,494622698.47,56743.20
2000,1,Aland Islands,Hillman,D00836,286773.23,6380696.77,324302.80,667055.40,53915.11,173.02,34044793.95,28495519.40,663406569.75,351803618.59,864618.34,284328306.60,785574.05,458177.53,2595235.75,8380901.95,4396824.30,84283.68,2829276.44,1630945.19,5472290.35,1830299.73,876507018.67,10102.30
2000,1,Aland Islands,Clark,D00347,618176.42,5639645.55,3265826.18,516026.52,72534.68,5074.98,36303437.83,47731097.92,476292576.60,40265893.57,358997.50,36608975.27,702628.19,575275.51,3576457.83,3248778.59,3021923.27,47645.71,9146583.33,8523636.57,748049.03,600286.75,70522407.56,84171.86
2000,1,Albania,Vermeulen,D00771,664189.70,2752873.73,751401.61,4933911.02,36334.07,1951.46,27410149.77,22257527.31,558337476.12,318982187.14,375683.39,272503349.72,394982.20,379766.01,9878533.80,4629466.81,5470452.82,56858.56,392156.28,9254753.87,7103129.74,7185676.71,218165925.63,16485.18
2000,1,Albania,Krennwallner,D00386,950032.15,3878315.21,260918.79,1566103.35,4419.27,6184.61,86777558.12,23248914.73,911072018.53,859691379.50,352911.19,139376877.55,686857.91,458179.97,2985975.16,8295560.65,6656211.99,69186.37,1160149.62,7093819.55,2736719.76,3882715.61,520840755.84,57426.41
2000,1,Albania,Hillman,D00080,467920.35,7183004.32,96200.48,3879981.54,53986.07,5421.72,48453831.23,73369022.77,951952446.36,455932152.70,582046.71,380752099.73,925614.73,328649.07,1238298.53,4818844.28,7673361.25,97157.32,688734.35,9324253.85,7588661.77,7933727.27,938438925.82,20963.61
2000,1,Albania,Clark,D00543,782394.53,4583720.14,1285609.61,7315403.47,902.30,1006.05,79021766.07,87263117.60,133498345.91,14141560.35,164403.57,3786988.77,123195.15,17171.13,206097.11,8671427.88,1248125.34,70921.12,7898992.53,58577.70,7690704.25,9011326.18,730428098.18,50994.62
2000,1,Algeria,Vermeulen,D00454,126792.19,8440447.83,79873.70,2677997.48,90156.87,940.62,76589089.86,72851361.84,954853061.58,185626220.67,699244.13,128604292.53,532315.77,73913.77,1132081.77,3360597.86,5943423.35,90250.03,4397144.86,9767611.08,7591872.82,7682645.61,429491707.58,4343.95
2000,1,Algeria,Krennwallner,D00105,87770.78,9627710.99,1915351.26,4086.99,73172.70,570.22,30625518.91,84678763.68,720365453.53,226181277.81,665772.74,50316958.55,137347.71,15144.21,8646634.43,7735777.69,8554373.78,75014.46,9283637.62,5311022.98,5846275.97,9081223.60,820394199.28,14338.69
2000,1,Algeria,Hillman,D00253,279514.12,8451724.12,1685617.40,1801631.70,58340.38,7547.37,75984254.47,1178791.21,26373073.04,1222121.75,488655.06,15153.26,34640.96,27705.23,3235322.88,9465310.21,4277610.57,27083.76,7067799.40,9697284.41,9517363.44,3692525.74,909979845.54,37001.85
2000,1,Algeria,Clark,D00328,387072.43,5480465.44,1936811.70,260361.27,34184.83,7773.14,66559518.50,17994471.48,621547212.22,385305757.97,538854.10,118258280.96,439518.69,79277.43,3586727.96,975727.12,6897395.75,22176.56,3390882.91,3981037.54,1101705.63,4821848.91,715637672.46,49910.00
2000,1,American Samoa,Vermeulen,D00193,513223.68,9269985.99,6222225.16,4986006.73,23128.97,4173.26,51401299.85,35107098.50,839286083.68,760812359.67,979353.37,265391343.03,708654.04,500348.54,5895140.27,5365266.94,537782.93,92069.94,6817028.10,7348455.00,3990968.47,2137547.00,390736536.50,77302.73
2000,1,American Samoa,Krennwallner,D00972,544462.73,8650919.00,8120261.95,7824213.86,67920.87,9288.67,43638244.73,52412621.56,692651920.57,232471988.79,992247.67,34796450.77,11428.24,8514.67,6404374.87,3785156.19,604297.99,87685.25,1482699.36,7052745.65,1254094.50,793207.27,183926054.41,97555.09
2000,1,American Samoa,Hillman,D00555,209128.12,665222.41,319227.57,9559636.83,27792.55,5012.80,84292541.02,26817651.87,868361004.14,469282001.87,871690.82,266293192.13,625436.81,302110.16,6569697.51,2596169.07,8053488.85,89339.46,5974975.85,1688961.02,7427805.18,4741847.90,542983413.59,22912.66
2000,1,American Samoa,Clark,D00160,851924.92,8951985.71,8694563.34,6803035.91,3089.02,5637.77,3479089.96,35326047.40,882842653.04,870745919.36,125600.37,276525659.97,516234.59,145851.10,2839911.00,2547198.48,7193832.41,15070.66,8430488.77,1658225.70,4904348.53,1476292.72,387197561.63,60629.74
2000,1,Andorra,Vermeulen,D00119,629951.37,6990173.41,709633.31,7122571.34,80047.29,3057.65,8579655.66,37286011.59,140649030.82,32914742.05,145537.18,25424374.16,575876.61,524865.00,4719828.79,2788030.59,9340342.77,65070.75,3376301.21,2290617.12,7997726.98,6021407.29,832603087.36,31533.73
2000,1,Andorra,Krennwallner,D00278,56030.06,3282268.34,389569.37,5557216.23,88762.39,5809.25,65558433.66,13737269.28,571864097.02,56022347.51,919937.58,43934722.82,485234.41,221949.26,1517675.10,806515.87,6740003.94,83673.20,3753272.82,3764176.94,5278824.88,4564259.04,217904812.57,38909.48
2000,1,Andorra,Hillman,D00675,121802.07,7831304.30,490139.96,5962616.74,38052.31,1975.52,22896252.95,96474196.45,642047083.84,201839367.00,764363.19,61449308.09,421500.35,36414.28,7013226.92,772856.90,4424616.13,64726.45,3268033.55,3581796.09,3525735.47,1659050.27,228098719.20,98072.47
2000,1,Andorra,Clark,D00819,757864.21,3027323.47,582359.25,3840107.82,48691.49,5071.40,92667037.54,3830077.33,562788064.88,220090220.07,662443.40,1229962.37,341267.51,152903.87,8126283.12,7966987.24,7977743.31,8177.23,8263851.16,7617317.61,1503751.01,9480149.52,251347555.44,71348.10
2000,1,Angola,Vermeulen,D00251,318889.55,2408449.79,478612.72,5684255.70,9615.53,5890.49,5413303.83,42083336.01,804063173.47,421214752.65,793497.11,318851714.88,503299.18,245341.26,8539000.27,455480.69,8759018.40,46695.18,6666625.53,2630013.78,5312645.25,3719758.95,821301733.68,62538.99
2000,1,Angola,Krennwallner,D00306,165828.41,1489351.01,283475.09,9154190.06,97256.26,6695.80,38363381.18,59670237.47,682389841.55,193637591.27,10471.74,5205409.90,385145.59,228037.50,810231.33,8769485.30,123732.13,29325.64,3351414.28,8026479.97,6694965.76,6523869.69,104809403.06,54905.30
2000,1,Angola,Hillman,D00839,988568.66,19759.72,10161.63,8680903.27,38206.98,3499.15,48809745.50,5408335.57,319445987.49,271334299.34,218120.37,194776529.96,855103.90,190796.79,6947041.99,1946447.31,3841129.37,88113.05,9900191.52,9001908.07,100869.23,8541772.97,516082962.79,76381.88
2000,1,Angola,Clark,D00970,802805.77,8139928.00,2800418.07,4203407.46,68692.63,4846.41,57692812.93,53372216.60,326459456.29,176308144.41,529196.35,19171127.74,484411.65,266202.99,4391051.39,4989359.04,6527994.01,27884.05,2866719.33,2278701.36,1180975.05,4839606.15,850826166.26,36134.75
