Year,Quarter,Country,Company,Department,Cash,Accounts_Receivable,Doubtful_Accounts,Inventory,Temporary_Investment,Prepaid_Expenses,Long_Term_Investments,Land,Buildings,Depreciation_Buildings,Plant_Equipment,Depreciation_Plant_Equipment,Furniture_Fixtures,Depreciation_Furniture_Fixtures,Accounts_Payable,Short_Term_Notes,Current_Long_Term_Notes,Interest_Payable,Taxes_Payable,Accrued_Payroll,Mortgage,Other_Long_Term_Liabilities,Capital_Stock,Retained_Earnings
2000,1,Afghanistan,Vermeulen,D00190,823667.10,3811813.28,239580.58,3321332.36,83026.25,3659.41,39386122.96,4708071.59,623942571.01,199594116.13,751123.76,184081872.82,160695.76,2555.89,9831600.79,140369.99,7442760.48,97679.67,9871369.57,8986076.63,2120752.21,5578109.18,477708205.85,18982.27
2000,1,Afghanistan,Krennwallner,D00740,499317.32,2287054.89,2152671.69,2794040.12,4.56,6064.89,99099343.38,86545823.20,508665083.10,389885232.55,899388.53,31581947.20,376976.00,57514.48,2507489.35,1354835.72,6194794.27,8524.36,4376069.07,170895.38,5583623.99,1798590.10,997048509.99,79624.36
2000,1,Afghanistan,Hillman,D00270,199561.71,5895855.47,2132568.52,984456.36,43768.14,1391.70,41994078.46,27468155.72,594891274.25,547218299.24,907610.82,160806143.53,16263.14,2824.26,9176035.26,691703.86,8394107.08,97468.34,1322096.94,9333406.47,8347084.58,6514161.12,999103485.37,78166.32
2000,1,Afghanistan,Clark,D00383,839260.05,6235228.95,3734658.16,1940930.15,63838.41,8960.59,49294224.88,80466345.75,744712041.44,692269233.99,347570.99,180278466.89,772033.10,271742.16,5756000.57,8560858.20,1798029.69,26206.41,2648342.94,9577274.96,2579987.14,8523693.40,656637628.36,53137.58
2000,1,Aland Islands,Vermeulen,D00935,6951.71,2035752.56,1097000.30,5101954.40,58321.16,8352.21,96002089.48,82309661.90,235291327.32,59445989.02,88978.08,7434936.06,301285.87,141877.10,7697092.90,4270051.86,579687.18,33845.66,5488228.14,429888.24,959013.65,7763263.00,942590682.13,74715.33
2000,1,Aland Islands,Krennwallner,D00864,239664.61,7844247.69,5295776.38,4339038.27,48918.84,708.76,67466551.60,47508508.31,454560051.11,409287569.92,431178.51,219461192.87,514264.49,464305.17,6643889.84,3052610.86,6393640.41,80900.13,635700.95,3267318.16,1142429.88,8827519.86,319257219.75,58791.75
2000,1,Aland Islands,Hillman,D00556,734340.21,2577373.74,994529.65,5130248.73,85325.17,5281.85,86825872.75,90149093.62,971407862.02,114097224.43,876992.67,94555281.73,827118.83,152904.10,2299633.44,4854038.56,4745866.79,70526.33,9800573.61,6064548.20,8761544.77,2976922.74,432595215.09,6442.12
2000,1,Aland Islands,Clark,D00521,34512.75,5541249.71,3513653.23,6781406.76,78137.18,1051.47,88816136.61,34989891.67,413971938.58,6750179.02,212993.62,5913305.93,117159.51,90477.02,2855692.43,4037314.94,8656448.82,25877.81,3201935.21,4386221.18,3693336.57,3665988.19,871284420.17,79841.78
2000,1,Albania,Vermeulen,D00184,600666.09,1496169.23,870629.93,1874587.67,18330.41,4277.94,51461284.29,85674799.63,687946155.61,55040312.29,655131.93,1090488.68,376296.15,61635.02,8819475.99,4444480.84,8054884.12,20191.07,7194346.64,1755303.99,8445774.89,7060060.81,115220395.06,44134.29
2000,1,Albania,Krennwallner,D00266,29245.68,6393993.55,2889286.04,4797566.34,68010.75,1157.48,59329348.85,24910878.80,922220693.42,393842211.70,361626.83,228635554.54,644217.27,355659.23,3938507.35,5847253.57,9380501.86,92300.73,8441130.47,3952186.03,9969556.30,2761622.28,467446163.30,35875.20
2000,1,Albania,Hillman,D00306,892721.41,6898217.13,4993053.34,2605293.66,94507.43,9575.09,26613627.19,41953025.69,576651807.22,111894409.93,151377.05,106477164.31,868119.58,809384.24,3322159.69,1412664.46,2585083.76,49444.81,9458361.49,2135818.06,1516867.95,4781970.33,862004118.26,16361.03
2000,1,Albania,Clark,D00677,717241.30,6252914.10,2555172.37,7939046.05,84777.18,4797.46,58139852.59,64021106.76,215809559.05,10012422.17,556946.94,1956485.27,632030.78,462954.95,7555542.74,9502812.17,3893127.87,15557.04,8664205.26,9929288.39,2233699.67,7885949.65,132629757.42,32035.43
2000,1,Algeria,Vermeulen,D00158,539850.38,2415321.54,241521.09,5276497.30,88089.72,5495.30,50544368.76,8661880.87,820724396.77,46270485.15,170112.76,10467214.22,246061.47,143737.98,9195924.24,781155.63,4391074.61,41264.49,4081409.00,6645943.55,9729289.90,7093708.16,892756338.55,68208.44
2000,1,Algeria,Krennwallner,D00608,800406.17,7066516.64,4192144.80,3943973.95,72185.44,9269.27,70262768.74,21441381.71,686534744.28,171252742.81,955153.05,121888124.44,142261.28,90875.35,6865553.45,3192293.83,3212123.04,25860.60,4919756.93,2787094.05,9237892.94,4682219.72,185299966.59,86637.41
2000,1,Algeria,Hillman,D00592,550215.71,3952779.09,332057.88,8367312.02,51931.98,97.05,6790561.10,5255142.88,476049811.76,359345455.58,40602.67,258719293.04,41025.21,3306.96,650571.65,3861730.40,7434736.86,18379.06,3926421.44,3430765.32,6902769.60,394006.53,866131089.09,34684.55
2000,1,Algeria,Clark,D00611,469236.86,5174562.11,1149256.66,8042919.56,89875.80,3448.99,34249236.96,96091007.27,963239833.35,462134406.27,946300.68,400475369.89,91145.93,72287.72,8240833.12,6325089.21,3883811.28,21043.53,2436455.95,4786812.83,530512.30,6026531.33,619197757.88,89095.99
2000,1,American Samoa,Vermeulen,D00671,377314.17,1053923.42,1013573.97,9329126.55,69147.99,5506.19,63654825.08,70420295.57,837249240.69,78904974.23,935514.20,64302320.85,806520.42,726141.66,923105.49,6801187.71,5359751.73,55210.34,2977399.39,1093760.07,2702606.90,759924.34,64155868.69,44228.88
2000,1,American Samoa,Krennwallner,D00491,109586.60,1395487.33,914581.62,825677.88,49695.15,9290.49,90680128.73,57381510.62,786518257.97,342433329.14,382174.71,166180805.00,680519.70,133450.94,6283536.64,7045560.31,8850628.32,84951.36,6278179.60,6296748.98,3756396.12,9765497.54,708138235.69,50887.57
2000,1,American Samoa,Hillman,D00661,22012.13,2786815.38,867515.27,282939.16,78075.35,4448.44,80113295.72,52844857.32,551502885.91,33669750.08,182837.96,28342938.21,294617.78,266468.80,3329929.44,5322399.59,7019690.80,13271.79,3051979.35,7541197.09,9443396.10,4693290.72,801563777.53,2303.67
2000,1,American Samoa,Clark,D00933,383245.88,6928877.99,929346.70,2130896.74,65955.39,3612.69,27753053.92,60408960.78,699617379.11,639553362.00,813925.01,613554241.98,944832.04,546481.41,9023167.89,9315643.03,8754783.63,90386.21,6435822.49,1975485.38,9243540.93,1660432.24,146261468.61,76926.76
2000,1,Andorra,Vermeulen,D00579,368260.64,4841199.81,506294.76,6856505.68,15914.78,3867.36,81307071.54,57770199.80,438927742.22,403209432.52,483705.39,69366288.40,722397.83,88988.64,4970090.77,6382584.71,9739160.78,6006.30,8755749.54,6704944.50,3632455.96,9110480.47,977883978.72,22048.56
2000,1,Andorra,Krennwallner,D00939,749266.66,1686722.86,195303.17,3843709.51,18684.72,8231.20,27721408.93,56408726.44,243200205.55,26958038.21,672490.75,4070916.81,101961.73,15153.18,9961461.22,7385563.29,3922173.94,83543.29,5830829.98,3405276.35,8332344.02,8337209.32,326776767.09,55522.08
2000,1,Andorra,Hillman,D00820,291467.69,2496408.11,409309.94,5866495.24,85671.52,8072.43,17548099.96,67331036.62,870703193.05,819424686.03,401042.86,407195766.29,897978.77,402919.74,5390732.60,8761068.51,5385123.35,95552.77,7743545.95,8503691.83,7460352.04,4822706.15,304505813.28,94770.29
2000,1,Andorra,Clark,D00669,83013.50,2703029.80,1671762.59,5825890.59,20658.95,2724.44,15452027.82,61027724.05,944588737.83,926061058.94,994316.62,239797628.77,669051.24,410675.27,1429570.25,5709222.97,8951371.54,46418.33,2646802.38,6879507.47,6029493.24,3035077.05,305399647.22,32072.52
2000,1,Angola,Vermeulen,D00418,73813.40,7500590.17,2729079.89,8163995.61,83447.30,999.01,37858156.55,33180468.35,391575528.46,375819370.60,129007.00,145327293.41,45121.54,8280.94,6551448.02,610639.75,7874389.30,18639.46,5921649.58,548959.67,853199.02,5814776.67,219495774.58,78911.06
2000,1,Angola,Krennwallner,D00008,316124.59,4672104.41,4460212.54,3106276.46,93462.87,9640.45,75576952.47,3425082.23,520687890.75,25902323.64,560145.08,20700037.88,60566.68,30309.41,9044872.57,3173816.63,1040640.61,75980.88,9767103.93,6101993.93,6150321.87,4209540.39,993016537.09,24343.36
2000,1,Angola,Hillman,D00006,17598.24,5593220.83,4280669.77,3878265.33,88462.71,2464.39,41799256.07,72637696.01,835185177.45,475683301.91,294655.21,329555073.82,863728.30,325924.82,6574642.28,625869.57,6174692.80,68181.30,6053126.20,5606061.93,821666.80,4073460.50,326615459.80,92153.39
2000,1,Angola,Clark,D00854,860310.71,9092352.85,7877230.09,7302516.90,31875.37,4412.38,74634315.27,21485650.65,561246775.11,38986022.59,340800.56,21761975.55,118810.00,27432.82,2093814.45,4819175.95,7664007.26,17314.55,4763823.47,5482392.68,9581784.40,1299618.48,975191044.10,21251.69
2000,1,Anguilla,Vermeulen,D00500,239234.05,5993715.42,3437262.82,7183242.48,2309.50,1105.44,73363876.19,95971844.53,284560691.78,256229054.60,390366.64,76203371.24,594434.19,211140.03,8297788.59,5593260.31,9272431.30,62551.06,7465676.01,1227749.67,3054407.89,4789812.36,337691440.77,68444.63
2000,1,Anguilla,Krennwallner,D00089,161917.49,2113337.95,682140.27,8151600.53,84650.43,5862.34,55405244.55,58006195.54,69716897.70,3289297.82,752503.13,2666824.58,189407.98,55510.71,953181.90,8991581.86,7284670.76,64677.23,8789893.23,6988110.67,4138845.07,2884525.20,761323986.62,47179.61
2000,1,Anguilla,Hillman,D00378,954592.83,7485786.19,887849.03,6876291.81,24523.51,4472.93,2105186.80,63985884.33,267187959.31,187633962.71,565769.07,108895042.18,500596.19,61132.83,1326611.63,2537425.63,9588090.26,74121.48,2629186.89,5297714.79,3831933.79,9419126.92,756022138.35,90927.22
2000,1,Anguilla,Clark,D00475,172683.34,2966693.86,1978662.60,713275.20,4955.86,4236.24,53750957.55,76506308.20,979261549.76,502105298.36,508911.37,189612724.51,383681.31,18936.13,2305958.82,6732647.92,4056953.74,63248.00,620653.94,7072781.75,7878949.86,3181985.69,211091238.48,24403.28
2000,1,Antarctica,Vermeulen,D00637,589504.89,6744509.99,38474.43,76109.57,85628.09,1481.18,19729012.99,52054671.70,400176473.14,176238134.61,873812.48,19607892.30,102377.79,74776.00,6321211.17,111388.77,5555569.43,75646.75,3883038.63,5224832.92,8150025.70,4845737.78,71600500.73,29919.79
2000,1,Antarctica,Krennwallner,D00876,447461.51,2339680.84,861388.31,5356674.32,30390.97,6371.16,66997203.30,20066241.84,947805601.54,253546187.32,441554.00,75432845.84,732313.70,108015.62,4305748.08,7401511.96,1779815.29,78003.38,8256886.44,9852215.94,950719.23,4571402.35,85451021.48,73056.94
2000,1,Antarctica,Hillman,D00917,255123.40,5801050.85,1674327.65,2974486.15,13029.93,1913.15,67895008.75,40698525.01,251163133.63,150761765.77,488082.48,12904133.58,740682.90,709918.96,1506250.66,5948891.04,825644.51,47552.67,1376174.20,2096018.34,7846827.67,9183302.73,483732924.16,92784.34
2000,1,Antarctica,Clark,D00423,259207.52,1024399.10,567625.62,5669312.38,17201.25,6990.57,57933506.67,92335697.27,420387976.15,121355109.88,69624.98,74106172.47,29032.73,22569.04,3542212.45,7604336.09,2552802.68,46473.70,4932457.19,9044450.46,7940673.35,1564494.99,391088151.76,69616.95
2000,1,Antigua and Barbuda,Vermeulen,D00260,396185.42,7327473.26,5327381.17,2769249.88,89080.35,8624.08,37721599.74,751425.34,880635464.80,722416511.43,858575.76,57955734.40,802013.52,689595.20,7474236.38,3119260.99,5655173.20,46376.32,6102889.82,5140106.69,7936299.09,6990966.57,17995024.14,56761.31
2000,1,Antigua and Barbuda,Krennwallner,D00757,105049.85,9500877.17,5807867.62,4526465.01,98317.89,4798.56,80586730.45,82254332.34,365404930.34,224473241.89,109091.46,136908609.00,827870.71,643374.63,4535445.60,9022572.64,9569698.40,59390.97,702787.10,9611134.83,285748.92,1414876.04,969281708.66,14262.67
2000,1,Antigua and Barbuda,Hillman,D00294,591009.97,9015983.74,2886242.38,3821796.40,71649.96,656.14,49321599.07,44694345.90,704691034.54,178723116.34,785907.37,121670923.06,520441.14,97923.55,7854010.43,362209.27,2132795.05,62973.31,9590968.68,3806969.11,6608127.29,9701203.76,259249778.23,41744.80
2000,1,Antigua and Barbuda,Clark,D00548,896335.44,792881.39,37028.03,8011969.99,55392.54,8518.32,88554388.61,44146362.64,880750042.45,314511163.29,87901.17,141829799.94,51090.73,20111.41,2790275.51,5848978.13,1579795.42,35645.37,7417518.69,805528.29,4767774.66,4507628.78,75560863.21,29037.04
2000,1,Argentina,Vermeulen,D00239,242673.49,4023356.78,3228483.20,6797569.25,66704.07,7716.10,63669945.28,15760092.29,103301640.98,74565115.28,157062.66,1239220.73,343207.30,99078.91,1060097.91,9650864.63,3392657.86,92414.72,1218021.78,5844200.06,8126272.02,2319284.17,141618969.37,52124.29
2000,1,Argentina,Krennwallner,D00200,198165.25,4106811.39,3023706.09,7024476.98,59966.86,2782.02,53640688.71,80952768.33,483284807.07,462811993.47,920003.77,333018479.24,493810.91,226290.86,584471.53,6759564.24,2106396.90,45507.71,3748768.76,5280527.37,1242434.09,3018212.95,187080831.20,32097.58
2000,1,Argentina,Hillman,D00557,486552.21,9618992.16,3996149.53,4186705.54,81958.04,9173.04,67859285.62,75180833.70,531645769.34,484147374.03,686573.25,303218278.62,35552.52,20382.48,5564396.85,1616721.85,1065884.28,18089.67,9556315.11,68212.90,287566.67,1002075.17,774834717.66,94988.04
2000,1,Argentina,Clark,D00972,73208.58,2264279.73,728531.46,1055741.83,64243.70,9637.21,69152149.48,15759896.36,612559330.40,53778130.17,288020.33,37710123.33,680011.53,276729.56,4077029.74,7107610.22,6812963.79,89193.39,8259313.69,5799893.29,1939978.61,8035636.65,370304293.18,61058.55
2000,1,Armenia,Vermeulen,D00476,883699.62,7976812.84,4927996.99,8372330.03,41819.15,9889.45,63854884.17,78683595.93,367728993.47,1017973.23,267788.43,693760.16,210456.82,2387.66,9490364.28,270782.82,4079164.55,32024.23,5280276.75,5362023.90,5268519.85,437174.97,961621037.41,53908.18
2000,1,Armenia,Krennwallner,D00371,215386.19,4848705.16,2750436.93,2124338.69,15943.99,4486.75,99525841.92,61424233.45,461605903.65,146903071.66,253297.81,125451084.71,608059.30,582613.87,8188310.85,9015573.55,4540631.47,24673.40,9597391.33,1114643.34,2257064.48,382679.25,740830557.54,42576.28
2000,1,Armenia,Hillman,D00646,669716.77,154957.94,131001.60,3372080.65,29420.93,4200.04,74285898.97,40633023.63,627300579.12,422624865.71,149404.82,184310898.37,941245.67,298046.79,713421.59,4244023.87,2292886.36,18772.56,4591513.91,3741214.27,860965.30,2992365.74,248768518.63,79467.36
2000,1,Armenia,Clark,D00768,4650.84,6031854.51,4921574.03,6153610.34,20900.13,9833.70,73561594.12,94914166.36,867894899.68,115668510.49,591620.38,81463093.26,558720.89,221098.09,9341700.94,8155706.13,7027155.17,68231.35,8055027.65,5736046.05,186686.30,1328467.05,860707093.68,71271.27
2000,1,Aruba,Vermeulen,D00123,561258.23,3002553.48,1628291.01,7489829.03,75110.85,2796.20,52620065.74,13434221.50,908754117.13,158243030.09,864774.98,35490059.59,154861.61,137188.64,789653.99,4176105.51,2787457.64,9821.58,7084244.60,6879838.89,1145137.69,3666996.67,708123419.52,94945.41
2000,1,Aruba,Krennwallner,D00861,279835.52,623508.25,286578.87,6113648.64,78676.81,4845.35,76342262.21,2423852.14,72001883.22,52674603.36,411811.91,33418065.59,930247.07,442432.33,9610159.30,7942111.47,2489100.09,55732.85,332157.42,5692129.37,6794840.29,5191178.00,454484646.37,61484.04
2000,1,Aruba,Hillman,D00105,915682.68,4306113.96,2987128.41,2839464.86,14720.93,6785.09,28997436.45,29369852.80,236851615.00,160967702.31,492646.81,75071389.87,839957.09,166335.17,6280328.70,9452381.91,768592.96,11311.99,3465413.67,5819691.19,901140.32,8860852.05,914755132.62,10159.98
2000,1,Aruba,Clark,D00733,56439.95,5406707.43,2569678.60,7894978.62,49819.76,7219.16,2583356.25,71819139.82,38721525.07,36861975.51,191012.33,26132041.86,738311.06,733242.28,9321070.01,9382475.78,5831868.37,57416.39,946454.02,7911936.98,9279593.48,4341191.36,79351674.30,60315.60
2000,1,Australia,Vermeulen,D00357,365132.13,2456827.26,1935775.27,2883558.99,44987.34,5006.80,83692108.65,97427360.12,307424032.70,255573821.37,66563.92,42130201.14,352433.52,318961.72,7017201.18,9046794.50,7258911.85,78546.11,6007592.61,1153878.59,1384354.33,5162241.88,658664135.82,30922.12
2000,1,Australia,Krennwallner,D00277,323359.77,1467361.51,846639.89,3070905.55,11747.70,9328.73,63393695.19,48640398.93,823138289.35,86946436.56,303903.12,60057546.55,93715.11,5513.69,9053118.90,9250667.14,5070310.70,34768.40,7377503.84,7137109.97,9059150.61,9161307.31,346569086.19,6679.26
