Year,Quarter,Country,Company,Department,Cash,Accounts_Receivable,Doubtful_Accounts,Inventory,Temporary_Investment,Prepaid_Expenses,Long_Term_Investments,Land,Buildings,Depreciation_Buildings,Plant_Equipment,Depreciation_Plant_Equipment,Furniture_Fixtures,Depreciation_Furniture_Fixtures,Accounts_Payable,Short_Term_Notes,Current_Long_Term_Notes,Interest_Payable,Taxes_Payable,Accrued_Payroll,Mortgage,Other_Long_Term_Liabilities,Capital_Stock,Retained_Earnings
2000,1,Afghanistan,Vermeulen,D00949,311482.62,7938534.13,3112533.39,5583950.98,32838.98,9102.85,70747580.74,68168630.19,626236390.14,531131742.34,926343.23,438506146.46,74239.85,73632.83,5373599.98,6835934.93,6363238.09,21970.03,8431239.11,8463435.68,6260891.57,4137415.23,97169994.41,88075.66
2000,1,Afghanistan,Krennwallner,D00887,683923.30,7895478.01,905916.50,2665698.78,97120.42,2587.04,90395142.94,23096812.22,807251922.41,348242120.40,732388.77,284920237.44,350177.15,28261.24,5207183.76,1881762.31,5717132.65,97630.19,7681320.74,2022049.64,606963.42,3275947.57,258903535.64,60342.04
2000,1,Afghanistan,Hillman,D00461,985442.59,7614111.54,3725392.32,1681082.13,17787.93,625.48,51612148.31,53976572.80,664065256.92,661897605.30,76210.12,122987575.59,999645.69,456286.30,9634856.16,3249239.15,7213900.39,17424.33,8781719.76,20835.00,2170252.62,6560976.63,434038515.92,38406.42
2000,1,Afghanistan,Clark,D00310,909448.33,5431599.41,2497171.27,6890228.76,31965.04,6916.07,63628335.56,90172415.11,918001694.63,452943160.24,23279.17,389100036.27,521490.87,459358.90,876250.35,6906974.98,2651275.14,65936.28,6845381.70,5554545.06,9241397.31,9344794.04,131520439.14,54473.74
2000,1,Aland Islands,Vermeulen,D00388,422524.74,7505374.49,4318499.59,5031527.68,75514.59,4151.23,49013775.09,9809237.59,163207421.70,4526990.08,588752.38,1578235.33,54491.85,1897.04,3349376.89,987225.94,2334459.28,32235.27,7848827.77,7134548.49,4240665.01,9634647.66,640352750.87,87171.11
2000,1,Aland Islands,Krennwallner,D00308,72258.51,9672760.69,3143474.54,5112604.99,45538.69,8561.77,90260661.81,89851677.79,562366766.41,37576538.55,915459.08,5052676.61,511375.69,344874.75,8701423.45,4710402.46,3379867.78,35830.91,9568185.47,2636816.96,2147658.80,2855091.75,867987258.39,10684.23
2000,1,Aland Islands,Hillman,D00266,742638.89,3653883.38,3023505.08,9626445.72,90195.90,8069.51,36378366.80,30883603.98,4875572.35,1190367.60,547408.10,306997.88,679600.02,291766.65,9835874.36,2838078.22,5837532.42,80022.93,6416849.41,666078.56,9439400.97,7704704.69,384792015.05,60598.31
2000,1,Aland Islands,Clark,D00932,696205.76,5348515.51,2626673.26,7587356.77,52903.17,2658.37,45034016.50,49921207.98,501944578.32,133737476.84,115693.43,5754991.50,3720.38,3513.98,2258725.94,2192613.13,8374791.72,58784.19,2662779.01,2609909.27,12178.85,1699896.00,460896301.16,86489.50
2000,1,Albania,Vermeulen,D00573,290739.80,3125042.87,1619195.96,1779964.78,4413.45,9553.08,18531005.08,2915162.54,861815533.60,803329693.11,924697.59,401146065.82,461091.51,359259.46,7039768.41,1768307.93,5091956.33,3648.71,3411217.73,5587276.36,670011.27,6755037.74,295239728.79,81020.46
2000,1,Albania,Krennwallner,D00064,338154.32,8269528.79,5012595.25,1051405.92,34758.71,3562.33,73332288.72,35279256.21,368534138.06,160834069.53,57815.21,25276706.55,639427.50,154532.59,2673327.97,1042649.09,6934493.54,6437.62,9714217.43,1203679.96,9283716.43,8316359.97,939526564.74,20597.10
2000,1,Albania,Hillman,D00173,541028.03,6451005.45,5446297.08,7828298.45,85723.49,2732.33,50187507.55,30389351.53,308269182.60,12713645.82,493431.44,8412869.20,430781.71,328276.94,7775335.24,8237083.58,6651162.96,23486.49,4984257.22,1519437.89,1852884.31,6493250.72,967391998.90,7964.61
2000,1,Albania,Clark,D00188,985645.81,895436.56,68007.10,1228560.97,13732.08,9169.52,13188155.21,90574386.43,525769761.73,68121592.17,630439.85,4351645.58,81450.38,24862.01,2260259.50,5267582.82,3470237.32,51457.70,8483559.26,9812629.39,3062499.36,5234917.69,433011070.83,33514.40
2000,1,Algeria,Vermeulen,D00494,155387.82,6139851.24,3198301.86,6766585.13,51994.57,8294.19,30182307.56,25166070.49,401131300.88,69446587.00,478008.38,47468813.53,720232.41,162095.27,3637125.05,6378089.82,9262068.03,7173.34,5493455.85,1696332.28,8591440.67,1803488.32,903167519.59,63908.73
2000,1,Algeria,Krennwallner,D00210,282645.33,3622996.77,3290279.85,8124836.52,43908.76,8003.49,69621961.22,25370885.08,997789055.10,41811691.40,313442.20,7559332.22,478669.17,362400.01,6406726.71,1524068.79,4753619.38,27623.95,5839117.71,3128422.27,4197229.25,3866554.47,157161978.56,25722.22
2000,1,Algeria,Hillman,D00452,707096.23,4687764.74,2103015.10,8592235.68,83952.98,5533.82,18956507.97,57409856.38,367688480.48,348695496.24,196906.96,146273226.87,706614.05,143807.48,2998826.74,9234538.13,4239816.36,92694.26,1139953.52,3029956.43,1069161.39,8737575.75,733025795.91,95685.97
2000,1,Algeria,Clark,D00920,772374.72,3914695.21,977773.62,3036812.00,41821.11,9128.78,42254190.83,376633.74,970955889.13,734211222.67,988895.68,30668116.38,701096.00,90912.96,6511499.11,4947945.96,7581954.99,44043.71,2359677.96,9611111.85,1627488.06,438889.90,956084535.73,61835.04
2000,1,American Samoa,Vermeulen,D00965,373229.96,3012798.85,774306.31,8685000.93,78755.49,9622.82,9744357.46,73335791.76,148120995.90,42263370.21,968172.26,3748423.01,70577.62,45596.10,4237497.43,5991933.73,5327192.86,8801.29,2254560.31,4938570.73,6201152.44,8453941.94,87158447.87,21859.61
2000,1,American Samoa,Krennwallner,D00036,807526.40,7947276.99,5872030.15,318912.73,22331.87,7928.93,34003479.43,31509330.86,37985847.36,4219946.99,878946.34,810868.47,115612.29,16885.35,9730457.27,9300762.40,2573665.81,94978.14,8856045.44,8209683.25,5667878.96,3447051.23,788412319.58,26877.25
